config_id,true_a,post_mean_a,post_median_a,post_std_a,hdi_lo_a,hdi_hi_a,coverage_a,true_z,post_mean_z,post_median_z,post_std_z,hdi_lo_z,hdi_hi_z,coverage_z,true_v,post_mean_v,post_median_v,post_std_v,hdi_lo_v,hdi_hi_v,coverage_v,true_t,post_mean_t,post_median_t,post_std_t,hdi_lo_t,hdi_hi_t,coverage_t,true_sv,post_mean_sv,post_median_sv,post_std_sv,hdi_lo_sv,hdi_hi_sv,coverage_sv,true_sa,post_mean_sa,post_median_sa,post_std_sa,hdi_lo_sa,hdi_hi_sa,coverage_sa,true_st,post_mean_st,post_median_st,post_std_st,hdi_lo_st,hdi_hi_st,coverage_st,rhat_a,rhat_z,rhat_v,rhat_t,rhat_sv,rhat_sa,rhat_st,n_divergences,n_trials,mean_rt,accuracy,elapsed_seconds
60,1.8066454642433327,2.0482934,2.0301352,0.20428418,1.7085418701171875,2.467658042907715,1,0.5881631781911152,0.45376006,0.452626,0.058698952,0.340908408164978,0.569794237613678,0,2.8104335065294697,3.8350308,3.7934694,0.68436563,2.604062557220459,5.249866008758545,1,0.38515217854469674,0.33787787,0.3370677,0.02047011,0.2989487648010254,0.3792111575603485,0,1.1789038781091052,1.9602221,1.9370291,0.4069711,1.1905163526535034,2.776691436767578,0,1.2969521715176904,0.6933468,0.6643072,0.38674128,0.010425938293337822,1.372347116470337,1,0.13916932508038296,0.110386066,0.110560715,0.028279193,0.0567733459174633,0.1682930886745453,1,1.0043841125853232,1.0037790681038412,1.0043222323874645,1.0035349250878982,1.0034567665991379,1.0023256390874131,1.0015107409463084,1,500,0.7023128264376713,0.958,609.6770601272583
62,0.7831666602424466,1.2575877,0.7723626,0.8605303,0.7058852910995483,2.748044490814209,1,0.3689233869197722,0.40074542,0.40895572,0.029120108,0.3393956124782562,0.4579981565475464,1,2.5207923167293957,1.3711528,1.8356346,1.3048918,-0.7867304086685181,2.853543519973755,1,0.1800707748225207,0.15989475,0.17720824,0.033573713,0.10214733332395554,0.18611367046833038,1,2.115641202671548,3.0676978,1.8005159,2.8965676,0.22962605953216553,8.008056640625,1,0.15853560737760322,0.563616,0.3810684,0.46313006,0.07187758386135101,1.3332676887512207,1,0.14670085094103177,0.12934396,0.13828982,0.02530022,0.08843767642974854,0.158866286277771,1,1.5442878433982616,1.498638351016289,1.5867499571525163,1.5358537391717213,1.5972062476060571,1.5892547096311398,1.5397500452433386,0,500,0.30149687133009007,0.702,5390.3371658325195
64,1.1414396258556208,1.1188264,1.1111684,0.057920404,1.0122277736663818,1.230454683303833,1,0.6871613189954707,0.6666381,0.6655898,0.022274438,0.6232886910438538,0.7105600833892822,1,-1.4249628048050331,-1.5313781,-1.4982803,0.23710996,-1.9934701919555664,-1.1178808212280273,1,0.18885185653831535,0.19046827,0.1906126,0.009208896,0.17266960442066193,0.20826531946659088,1,1.1275968046817082,0.95634425,0.92378694,0.5739461,0.0012154136784374714,1.96761155128479,1,0.2764205598277893,0.27456304,0.25187665,0.16953734,0.0029579224064946175,0.5935460329055786,1,0.11099594463801192,0.11256026,0.11324063,0.02112299,0.073390893638134,0.15542440116405487,1,1.0055668660694839,1.0084128159579882,1.0082847678378795,1.0010438850463252,1.0106159978277283,1.0018637610269445,1.001242027769316,0,500,0.44777211038731013,0.334,484.72253704071045
66,1.3609544810625678,1.4466658,1.4354329,0.098503746,1.2718751430511475,1.650414228439331,1,0.36187958988929525,0.32197887,0.31802565,0.052394602,0.22718468308448792,0.420884907245636,1,-2.5583859896688748,-2.3084314,-2.2328694,0.46435472,-3.2404680252075195,-1.5207594633102417,1,0.24927258799636812,0.2457433,0.24605718,0.014921318,0.21800436079502106,0.2716672122478485,1,0.8515367287911911,0.71113545,0.6974357,0.37395522,0.0004244757874403149,1.353954553604126,1,0.31245829823454435,0.45000368,0.40990776,0.26751485,0.009071359410881996,0.9505510330200195,1,0.04722775947724352,0.047902852,0.05015228,0.024993354,5.891767796128988e-05,0.08524391055107117,1,1.0046603680227522,1.0089656776279134,1.0105075320030648,1.0080476622724956,1.0137399213443803,1.001734968184215,1.00590212599326,0,500,0.45050819805596837,0.024,740.1935429573059
68,1.2844642416619125,1.6579882,1.2633426,0.77189094,1.0380616188049316,2.9862935543060303,1,0.5611393599054219,0.61605674,0.62153876,0.041849867,0.5315791368484497,0.6986011266708374,1,2.4761417284916805,1.4092226,1.7348843,1.0937707,-0.20961669087409973,2.867518424987793,1,0.39310274352721364,0.38365307,0.39896402,0.037036743,0.32150042057037354,0.42267823219299316,1,2.857122463678678,3.628478,2.8273864,2.143412,1.0961569547653198,7.157495021820068,1,0.3671780908088144,0.4609291,0.49357533,0.22644918,0.020497575402259827,0.8731436133384705,1,0.07103637168724303,0.11981093,0.08000064,0.0816815,0.05013081058859825,0.25958752632141113,1,1.5385762837927115,1.0819691428100875,1.5696830873800123,1.5834103112657798,1.564976005111108,1.5291919678642845,1.589993222548941,0,500,0.6200440276110779,0.792,4054.176821947098
70,2.0027380553910104,2.1970103,2.182857,0.1636822,1.8912116289138794,2.5132179260253906,1,0.5236540095717853,0.55938756,0.55980325,0.033282228,0.4968408942222595,0.6253790259361267,1,-1.3910736820767788,-1.9032379,-1.8699274,0.3594522,-2.5776236057281494,-1.2492934465408325,1,0.30996997980392443,0.3158658,0.31405857,0.026262516,0.2662642002105713,0.36688318848609924,1,1.1077745029120667,1.5892622,1.5487881,0.3767813,0.9094877243041992,2.334280490875244,1,0.9699944054886861,0.812732,0.7881156,0.43177396,0.05114300549030304,1.5932501554489136,1,0.0636872650315657,0.1416363,0.13994452,0.071752235,0.00016597547801211476,0.26149266958236694,1,1.0032565107072617,1.0014479452760634,1.0016804176271963,1.000741080294467,1.0023821078210715,1.0009491742201633,0.9997175110826529,0,500,0.9742450686956206,0.168,428.9933748245239
72,2.0417800921726292,1.992878,1.9814961,0.18316813,1.6606874465942383,2.361957550048828,1,0.6455112341722913,0.62345415,0.6241346,0.027105115,0.5698559880256653,0.6739823818206787,1,-2.108451687646615,-1.9208214,-1.9033563,0.341556,-2.5923821926116943,-1.2775486707687378,1,0.3897406065150808,0.37441507,0.37356848,0.015833577,0.3460865914821625,0.40533217787742615,1,2.340587364695034,1.9934602,1.9658709,0.49378514,1.0147125720977783,2.9094338417053223,1,1.4936524810904923,0.9279619,0.9651473,0.4411814,0.036484308540821075,1.5921828746795654,1,0.04819491512902753,0.04413644,0.0358427,0.035066504,4.7560344683006406e-05,0.11472876369953156,1,1.00440337507343,1.0015973982918882,1.0056617080822858,1.003604243656546,1.003642242496714,1.003383646768673,1.0027567299168945,0,500,0.9404331353535389,0.236,409.41324377059937
74,1.0912806462316007,1.0611421,1.054318,0.055889934,0.963973879814148,1.1747276782989502,1,0.6633414525337914,0.65808094,0.6562437,0.025443824,0.6096948385238647,0.7074707746505737,1,-1.6686691109656109,-1.8275554,-1.7799141,0.30699766,-2.440450429916382,-1.2942330837249756,1,0.43237588373674307,0.43236083,0.43282625,0.010122708,0.4128417670726776,0.4515613913536072,1,1.6464755190590894,1.1956968,1.1360699,0.5823225,0.15805484354496002,2.402526378631592,1,0.09053429939324699,0.2873816,0.2653857,0.17402795,0.003382838563993573,0.6130902767181396,1,0.13696417462651916,0.12099774,0.120764196,0.0231534,0.07683633267879486,0.1668420135974884,1,1.0017929175021463,1.0014927854046192,1.001467675260689,1.0003472349275642,1.0024816755786874,1.0012821173212836,1.0007476634545955,0,500,0.6565219081365211,0.302,292.9177129268646
76,0.9589957329431227,0.89136773,0.88434076,0.046990752,0.8048261404037476,0.9860468506813049,1,0.3332170178307723,0.34387562,0.34403226,0.02395088,0.29785221815109253,0.3896632790565491,1,2.165284909946811,1.8918091,1.8539319,0.31160334,1.3582650423049927,2.5334649085998535,1,0.1863508613739604,0.18567242,0.18536717,0.0050267326,0.17588889598846436,0.19549977779388428,1,2.7211711256435307,1.4181343,1.3733175,0.7014637,0.0018684613751247525,2.692373275756836,0,0.4294308933729877,0.24977244,0.2377696,0.14419289,0.0028429513331502676,0.514697253704071,1,0.08360890682777024,0.07873442,0.07826036,0.009969454,0.05820519104599953,0.09745141863822937,1,1.0018089501693692,1.0039469532403036,1.002631142108637,1.0036580941318987,1.0024630095582086,1.003298875174224,1.0038267956884597,0,500,0.34718320428982613,0.662,284.0346438884735
78,1.6924643882472492,1.4931167,1.4762769,0.11903831,1.2993535995483398,1.7301640510559082,1,0.4615399589309407,0.4214955,0.42032307,0.026134958,0.37173232436180115,0.47357112169265747,1,-0.8872201920644294,-0.57777894,-0.54166424,0.2552405,-1.0706379413604736,-0.1538989245891571,1,0.2292495402403162,0.23834753,0.23783219,0.013688096,0.21209202706813812,0.26555395126342773,1,2.289133344954694,1.1332122,1.1351553,0.61013657,0.00024252594448626041,2.159552812576294,0,0.2557863551370161,0.41487488,0.39287,0.23507434,0.020612983033061028,0.8452689051628113,1,0.13102028527468396,0.12119056,0.12010826,0.024612192,0.07491117715835571,0.17174100875854492,1,1.0084474731237163,1.0034313190133735,1.00765497243059,1.0025333470725681,1.011483234093459,1.000475872358318,1.00232591594932,0,500,0.6736310216420768,0.312,406.67789006233215
80,1.9192523470024914,1.8421592,1.8526151,0.18831979,1.4167612791061401,2.167393445968628,1,0.32525005659905665,0.30666634,0.31265855,0.046443574,0.1954510509967804,0.38355422019958496,1,-1.8402711650029149,-1.6808984,-1.7613815,0.6647171,-2.7048892974853516,-0.03269973397254944,1,0.3388728373674057,0.3453611,0.34151208,0.018314442,0.31644904613494873,0.3884928226470947,1,2.654290389829171,2.2570899,2.368013,0.71159464,0.3804383873939514,3.362461566925049,1,0.5363991287167182,0.6101816,0.58653456,0.3455129,0.029702918604016304,1.2157130241394043,1,0.04220693844092111,0.050695855,0.04924885,0.028670749,7.243930303957313e-05,0.10360598564147949,1,1.015724599136429,1.0168824064303923,1.0219092699500747,1.0134428337103327,1.0224610881032763,1.0089204851188813,1.0133183874046234,0,500,0.722454457714064,0.182,447.4266119003296
82,0.8514946632422807,0.90345293,0.8992884,0.07487096,0.766092836856842,1.04121994972229,1,0.6572604060546272,0.6146782,0.6151035,0.024716802,0.563771665096283,0.6605089902877808,1,-0.1684114830766008,0.11774774,0.08003706,0.3069385,-0.4405314326286316,0.7290790677070618,1,0.4601153377781996,0.45693126,0.45690727,0.0064143334,0.4437497854232788,0.4687172472476959,1,1.9918233408804613,2.1866596,2.2497177,1.0633873,0.12006054818630219,4.005268096923828,1,0.4661438137949983,0.3857728,0.39728463,0.16733678,0.06318584829568863,0.6792040467262268,1,0.11660271495554557,0.11557152,0.11537345,0.0112598045,0.0953570306301117,0.13983967900276184,1,1.0038610658902034,1.003328138201134,1.0027786444961282,1.002290489677461,1.004224721909748,1.0007200485187526,1.0009844806419679,0,500,0.6161799397105769,0.596,422.27576208114624
84,1.6327584146939058,1.6130171,1.6063519,0.0852114,1.448157548904419,1.7783634662628174,1,0.49917866211596607,0.6202438,0.6223999,0.04095388,0.5372191071510315,0.694922149181366,0,2.5906291499811394,1.7172812,1.6795907,0.2408717,1.2951786518096924,2.228795051574707,0,0.24360738239469426,0.25862825,0.2587533,0.019780692,0.22125039994716644,0.2966960370540619,1,1.0698815229258145,0.347974,0.30285254,0.25103647,7.032496796455234e-05,0.8153835535049438,0,0.6250515425807273,0.5259687,0.49078923,0.3124142,0.011865955777466297,1.0967400074005127,1,0.09498156864084896,0.101287566,0.10208462,0.032704316,0.03174939006567001,0.16002561151981354,1,1.0003261665891205,1.0059879723018614,1.0071911232958097,1.0058388902168496,1.0046023834759317,1.0030019006501443,1.0055297125025562,0,500,0.5925120109575932,0.962,360.48005771636963
86,2.175594402303662,2.212516,2.2036161,0.18867724,1.857541561126709,2.5994246006011963,1,0.442310040079306,0.39503956,0.3960765,0.034281366,0.32741764187812805,0.46207675337791443,1,-1.965690224780818,-2.0528297,-2.0432642,0.45319325,-2.953217029571533,-1.169198751449585,1,0.4884690945281355,0.5197998,0.519325,0.01591499,0.49106428027153015,0.55293869972229,0,2.5156125402626444,2.835083,2.822688,0.5149901,1.823267936706543,3.85209321975708,1,0.3664784115718774,0.81444097,0.77127606,0.45822784,0.0386185385286808,1.6381468772888184,1,0.1393166757801059,0.16521564,0.16542456,0.025277816,0.1150529757142067,0.21551786363124847,1,1.0035417104301736,1.0040403624308187,1.0054457509661379,1.000840253837459,1.0040879015397104,1.0022796126653082,1.0003682673675778,0,500,1.024332819825663,0.222,270.54659485816956
88,2.3930409350271096,2.5248935,2.508479,0.21709621,2.1161949634552,2.943020820617676,1,0.6907461175895507,0.6383736,0.63744307,0.034770463,0.572730302810669,0.7073418498039246,1,1.9710382120610133,2.5459871,2.5229356,0.480911,1.627620816230774,3.5033867359161377,1,0.47190617738665463,0.4609918,0.46030852,0.014454121,0.43389400839805603,0.48976776003837585,1,2.3966231142453265,2.8435376,2.8180048,0.4417401,2.045534133911133,3.7686076164245605,1,1.3825867489791859,0.9721895,0.9590299,0.5148026,0.06111692264676094,1.8636611700057983,1,0.04135983346079508,0.066358455,0.06517188,0.025327295,0.013381516560912132,0.11446134001016617,1,1.0048503940402944,1.003176031750549,1.0051654767611604,1.0021544124301813,1.005922458694107,1.0012281500318745,1.0006720965309677,0,500,0.9864645484955956,0.828,341.8914659023285
90,0.9878857775529246,1.0490361,1.04053,0.058347408,0.9465374946594238,1.1659412384033203,1,0.6535023343064938,0.6630808,0.6617211,0.021591632,0.621960461139679,0.705025851726532,1,-1.203949641797597,-1.3669081,-1.344753,0.22406521,-1.8091843128204346,-0.9692977666854858,1,0.493396192506215,0.48419482,0.4842589,0.007725138,0.46974602341651917,0.4994751214981079,1,1.227846791015947,1.1843932,1.1335866,0.6390279,0.0003011294757016003,2.3314526081085205,1,0.11673662819251544,0.25393596,0.23129684,0.15798582,0.0024349044542759657,0.5453394055366516,1,0.10580397732166483,0.09139177,0.09144117,0.01691723,0.05843496322631836,0.12331975251436234,1,1.0071044660849213,1.0060981006508092,1.007709854101213,1.0006192219509493,1.008061397387434,1.0017571510495473,1.0012047377475861,0,500,0.7108629868573509,0.384,312.59747409820557
92,1.1396204333490885,1.1734139,1.1648751,0.074033484,1.0395317077636719,1.321704387664795,1,0.3656018431690927,0.33308196,0.32901666,0.045590557,0.2534928023815155,0.43187981843948364,1,-2.734115088221602,-2.4071364,-2.33876,0.5392205,-3.5126469135284424,-1.5004963874816895,1,0.32885355444509656,0.3283334,0.32866204,0.00926706,0.3078120946884155,0.3453655242919922,1,1.2872391080732775,1.136217,1.1246746,0.45924813,0.20608264207839966,2.0427405834198,1,0.3996485835296127,0.34547636,0.32331324,0.20542054,0.0040356991812586784,0.7208069562911987,1,0.05145461421848911,0.05795896,0.057529204,0.012272662,0.03387514874339104,0.08349961787462234,1,1.0027177091486628,1.0012628001594601,1.0024518798190896,1.0014553778771969,1.0027971777749138,1.0022398787046034,1.0014982296999109,0,500,0.4900948969899549,0.054,345.1979100704193
94,1.448019029949984,1.5062898,1.5015016,0.07765858,1.3584305047988892,1.6582913398742676,1,0.47193262251809565,0.4827309,0.48251635,0.034707095,0.4183456599712372,0.5532788634300232,1,-1.61752158914888,-1.6759566,-1.6515505,0.21846367,-2.118710994720459,-1.2846200466156006,1,0.28069327804792127,0.2679542,0.26786333,0.023220658,0.22652855515480042,0.314741849899292,1,0.16462010129147964,0.48446828,0.47391784,0.2746573,0.0006884884205646813,0.9650774598121643,1,1.2085572713639607,0.5925952,0.5829085,0.30788553,0.020955078303813934,1.1143474578857422,0,0.12299821710143588,0.14304279,0.1453707,0.045972202,0.04544697701931,0.2274097204208374,1,1.0010201070648075,1.0007146308020425,1.003673424956435,1.000722277951459,1.003919044366151,1.0038306972960072,1.0026025432029275,0,500,0.6446679504194568,0.09,349.3666832447052
96,0.8407561592279476,0.8182042,0.8124295,0.049002927,0.7310611009597778,0.9162921905517578,1,0.43447702971423235,0.39333075,0.39299905,0.02295251,0.348201185464859,0.4382283687591553,1,0.2520552677077328,0.36443493,0.36391875,0.20532723,-0.017034174874424934,0.783250629901886,1,0.33474295015516764,0.33915764,0.3390415,0.007869029,0.3250488340854645,0.3542354106903076,1,2.1793825206890904,1.3903708,1.3162436,0.87724864,0.0020729186944663525,2.957270383834839,1,0.3662327626262182,0.21444044,0.19888994,0.12954499,0.004062521271407604,0.45845192670822144,1,0.11865445802321553,0.12440196,0.1249254,0.012944145,0.09942852705717087,0.14768898487091064,1,1.0009713116250498,1.0035783401838272,1.0022736045199823,1.0007181061639923,1.0005400365209145,1.0000507314092177,1.0008743020453108,0,500,0.48648711862111244,0.466,389.83435797691345
98,2.030962815196626,2.0167162,2.0142436,0.16504587,1.685978889465332,2.3440399169921875,1,0.508261185906223,0.5233656,0.52335835,0.020080946,0.4835275411605835,0.5622813701629639,1,0.3366103123154778,0.3939529,0.3831905,0.183696,0.05948535352945328,0.7719693779945374,1,0.40628192695494114,0.3807299,0.37930012,0.014730462,0.3536394238471985,0.41053181886672974,1,2.572186827148246,2.2905552,2.2994237,0.5021192,1.2697229385375977,3.2756221294403076,1,1.0301419672077363,0.7357665,0.7200366,0.41105366,0.02389117330312729,1.4398657083511353,1,0.0997749665188656,0.058913607,0.05304994,0.039603528,7.374458073172718e-05,0.13424226641654968,1,1.003416334536258,1.0034881031040814,1.0019356027923738,1.0029401190861467,1.0020432157430594,1.0025597582647303,1.0009908156233247,0,500,0.9861568750679365,0.574,402.75801706314087
