config_id,true_a,post_mean_a,post_median_a,post_std_a,hdi_lo_a,hdi_hi_a,coverage_a,true_z,post_mean_z,post_median_z,post_std_z,hdi_lo_z,hdi_hi_z,coverage_z,true_v,post_mean_v,post_median_v,post_std_v,hdi_lo_v,hdi_hi_v,coverage_v,true_t,post_mean_t,post_median_t,post_std_t,hdi_lo_t,hdi_hi_t,coverage_t,true_sv,post_mean_sv,post_median_sv,post_std_sv,hdi_lo_sv,hdi_hi_sv,coverage_sv,true_sa,post_mean_sa,post_median_sa,post_std_sa,hdi_lo_sa,hdi_hi_sa,coverage_sa,true_st,post_mean_st,post_median_st,post_std_st,hdi_lo_st,hdi_hi_st,coverage_st,rhat_a,rhat_z,rhat_v,rhat_t,rhat_sv,rhat_sa,rhat_st,n_divergences,n_trials,mean_rt,accuracy,elapsed_seconds
40,0.6765198210554021,0.69133085,0.69121766,0.02956034,0.6310757398605347,0.7473675012588501,1,0.4459074980997002,0.49564305,0.4950512,0.024860658,0.44812098145484924,0.5447383522987366,0,2.4132377332811803,2.110249,2.099138,0.24992187,1.6016249656677246,2.5834574699401855,1,0.25754759104283487,0.25092882,0.2508819,0.0058792126,0.23959730565547943,0.2619839608669281,1,1.039003080176532,0.55831814,0.4719466,0.4225377,0.00045353409950621426,1.3850390911102295,1,0.4357815316456804,0.26268923,0.25926077,0.13443966,0.008399867452681065,0.49313274025917053,1,0.07304942888410708,0.068095654,0.06858216,0.010719803,0.04653286561369896,0.08786135911941528,1,1.0007431014561246,1.00146242479533,1.001958478588965,1.000404600379762,1.0036989492709811,1.0011214442647358,1.0025898098085337,0,500,0.3530672165322421,0.798,353.6309151649475
42,2.3689186682679706,3.012255,3.068295,0.37464905,2.2144196033477783,3.5902910232543945,1,0.4132031504844432,0.41846913,0.41917765,0.019629994,0.37828654050827026,0.45564040541648865,1,0.12728064553415308,0.04823817,0.055449016,0.11208523,-0.18133439123630524,0.25402119755744934,1,0.4524107064462829,0.37132344,0.3634769,0.03944352,0.3088284730911255,0.45504230260849,1,0.6144734112974903,1.4354721,1.5509117,0.55278546,0.017618294805288315,2.16489839553833,1,1.9523462379135434,1.2579544,1.2878733,0.6526464,0.057631418108940125,2.314377546310425,1,0.032853224742737636,0.066015236,0.053769737,0.052287225,7.967890269355848e-05,0.16706641018390656,1,1.011254340825572,1.0059163002382843,1.005933544672329,1.0129475323062984,1.0112837621817565,1.006718716404552,1.001663637083032,0,500,1.7553957207266584,0.488,916.0274341106415
44,2.2060547179110688,2.0600762,2.0456884,0.1488945,1.7818537950515747,2.3431625366210938,1,0.37800340305184754,0.349259,0.34935737,0.024987036,0.302018404006958,0.4003443419933319,1,2.019050199574358,1.9723287,1.9463398,0.302939,1.3982765674591064,2.570099353790283,1,0.34430450353008524,0.33217585,0.33145076,0.015167532,0.303518682718277,0.36240532994270325,1,1.9230664674270896,1.6958148,1.6622195,0.3808283,1.0072633028030396,2.5026512145996094,1,0.6820255923377534,0.6237766,0.5780386,0.37622663,0.02446022443473339,1.3389345407485962,1,0.14234958738648112,0.07758013,0.07587974,0.044264767,4.010367774753831e-05,0.1525491327047348,1,1.0032935253761162,1.0038363736189826,1.004177486371747,1.000476784551863,1.0036498785499346,1.0015820928136296,1.002072758975881,0,500,0.9422618876853471,0.792,563.2199110984802
46,1.539785124481876,1.6565099,1.6350789,0.090453066,1.5170361995697021,1.869990348815918,1,0.32396478523636785,0.30506182,0.3045891,0.017978402,0.27123522758483887,0.34068015217781067,1,0.027559151960812933,0.12680815,0.14339948,0.12397189,-0.12960073351860046,0.3444896340370178,1,0.3732426419687326,0.3631836,0.3640899,0.010211822,0.34024104475975037,0.3824453055858612,1,0.14841901167661098,0.46702573,0.36016038,0.4113194,2.17369306483306e-05,1.4199343919754028,1,1.2447112739259651,1.0134519,1.0397364,0.26467305,0.43657082319259644,1.486051321029663,1,0.04333282940462378,0.02702293,0.023947615,0.01908897,2.790302642097231e-05,0.06261646747589111,1,1.0064888297392385,1.0038356325607412,1.0049954238047938,1.0052612921586295,1.0071689794978507,1.0037530614263412,1.0018703367135953,2,500,0.9535475454949786,0.366,521.0703480243683
48,1.2389422308458042,1.1948375,1.1821256,0.064093515,1.0888421535491943,1.335919976234436,1,0.40726549697230613,0.39894494,0.39952612,0.01869329,0.3605985641479492,0.4348633587360382,1,0.5856503983099821,0.66707546,0.6560097,0.12836552,0.43148073554039,0.9315329790115356,1,0.16344757496684678,0.17697956,0.17619109,0.010715251,0.15709397196769714,0.1988459676504135,1,0.22398634285947513,0.63042396,0.48684204,0.5252043,0.0006352568161673844,1.696557879447937,1,0.5678211268024055,0.42314908,0.41312188,0.22377099,0.024041248485445976,0.8165635466575623,1,0.05956391366108878,0.1009166,0.09934733,0.022424933,0.060797031968832016,0.14860369265079498,0,1.0044318845482745,1.0030684094178726,1.0024349700926996,1.0050789467218342,1.0022029520922486,1.004337036062348,1.0037096150574343,1,500,0.5042329818086434,0.576,521.7928709983826
50,0.8207359479146464,0.7383607,0.73120624,0.040119153,0.673514723777771,0.8212193846702576,1,0.31393847323530705,0.32296485,0.3230173,0.021083312,0.28461524844169617,0.3658982515335083,1,0.8238137983360989,0.8988413,0.9020973,0.22876026,0.4468679428100586,1.3443775177001953,1,0.4099312086772636,0.41474617,0.41491586,0.004272385,0.4063829183578491,0.4224415719509125,1,2.1969107193124264,1.2202635,1.0580425,0.86651844,0.0009100905153900385,2.8818764686584473,1,0.24214500235091302,0.24091302,0.23743896,0.12852073,0.009053888730704784,0.4646487534046173,1,0.056115442332096324,0.06722371,0.067337215,0.007929593,0.05189161002635956,0.08248647302389145,1,1.000101658017644,1.0003449735262304,1.000246581265454,1.0003617453826184,1.0015195755870527,1.0011552307286864,1.0012487140037145,0,500,0.5315748343581395,0.472,520.3463008403778
52,1.5219672722205522,1.4316192,1.4353426,0.1293645,1.152162790298462,1.6768065690994263,1,0.476591861519865,0.4525223,0.4524374,0.023193918,0.40617653727531433,0.49799463152885437,1,0.9093574194563274,1.051041,1.0451255,0.28673548,0.457248717546463,1.5858114957809448,1,0.4552004255769594,0.45503443,0.45469248,0.010444654,0.43486928939819336,0.4753722846508026,1,2.778528324820481,2.7289722,2.772307,0.78022915,1.1497786045074463,4.353636741638184,1,0.9293533839317059,0.5742473,0.57134426,0.2914766,0.023615268990397453,1.0550553798675537,1,0.0780440664653449,0.0971195,0.09634912,0.021218294,0.05453230440616608,0.1379181295633316,1,1.007465993145162,1.0040763671614792,1.0068988220234485,1.000691751080927,1.008428429156384,1.002012976478786,1.0025868419636137,0,500,0.7813070075487192,0.618,526.8153228759766
54,1.9085001486551274,1.9036089,1.900241,0.17693771,1.5595215559005737,2.256723642349243,1,0.3854438734601895,0.42654553,0.42592302,0.027065529,0.37678608298301697,0.4840763211250305,1,1.4102448821371043,1.3996582,1.3704095,0.33323452,0.7761650085449219,2.0631463527679443,1,0.1755781198465801,0.19710155,0.1967862,0.021203974,0.15385043621063232,0.2365557849407196,1,1.7916069253164735,2.202897,2.1575966,0.63244087,1.0169847011566162,3.4695329666137695,1,1.188910220974054,0.9721673,1.0141299,0.38387787,0.11916770786046982,1.5980925559997559,1,0.12588075911857807,0.15141112,0.15285245,0.05464697,0.038862232118844986,0.25086334347724915,1,1.0042303760030893,1.0031758205634398,1.0030393541521967,1.001382066193599,1.0044969348082011,1.002039250260587,1.0007349075217884,2,500,0.7325845837392444,0.692,556.0326998233795
56,1.4138933503068687,1.393973,1.3795432,0.13272937,1.1697198152542114,1.6696292161941528,1,0.357488773571721,0.37459832,0.36989975,0.0647368,0.24757501482963562,0.5019347667694092,1,-3.09413489372992,-3.337504,-3.2469401,0.49886793,-4.402662754058838,-2.5438003540039062,1,0.44374409074604604,0.44939694,0.44993687,0.017461058,0.4127735495567322,0.4815078377723694,1,0.27043484233099013,0.5987469,0.56761205,0.37863117,9.967179357772693e-05,1.2778534889221191,1,0.6112955858740768,0.42453218,0.37861547,0.2772917,0.005921965464949608,0.9493038058280945,1,0.09715362015183203,0.11664219,0.115906194,0.020805046,0.07788137346506119,0.16032642126083374,1,1.0027854714677715,1.0029241061118706,1.0023936362403911,1.0023914258893754,1.0038172671616779,1.0011468265831778,1.0015646348958438,0,500,0.6072284450514367,0.008,634.3664197921753
58,1.9879507832478969,2.5375738,2.5148678,0.26485464,2.0351881980895996,3.0615851879119873,0,0.6189076465208774,0.54741013,0.5453838,0.046431884,0.4603051245212555,0.6462145447731018,1,1.7470199757806535,2.941794,2.919671,0.6229991,1.7727066278457642,4.156235218048096,0,0.23353868150772128,0.21260563,0.21264261,0.025225833,0.16622799634933472,0.26404985785484314,1,1.4833071940072418,2.4787397,2.4530606,0.5192964,1.5409083366394043,3.50087308883667,0,1.1467839915497222,1.2960843,1.3418303,0.520596,0.22814244031906128,2.226447105407715,1,0.1476472593393166,0.14438865,0.14906527,0.050039507,0.04039958864450455,0.24197646975517273,1,1.001663649253061,1.0036795558704648,1.0021768565248574,1.00288550211022,1.002266536977039,1.0017074808113218,1.0013292993087832,2,500,0.7651285865835495,0.878,563.8755829334259
