config_id,true_a,post_mean_a,post_median_a,post_std_a,hdi_lo_a,hdi_hi_a,coverage_a,true_z,post_mean_z,post_median_z,post_std_z,hdi_lo_z,hdi_hi_z,coverage_z,true_v,post_mean_v,post_median_v,post_std_v,hdi_lo_v,hdi_hi_v,coverage_v,true_t,post_mean_t,post_median_t,post_std_t,hdi_lo_t,hdi_hi_t,coverage_t,true_sv,post_mean_sv,post_median_sv,post_std_sv,hdi_lo_sv,hdi_hi_sv,coverage_sv,true_sa,post_mean_sa,post_median_sa,post_std_sa,hdi_lo_sa,hdi_hi_sa,coverage_sa,true_st,post_mean_st,post_median_st,post_std_st,hdi_lo_st,hdi_hi_st,coverage_st,rhat_a,rhat_z,rhat_v,rhat_t,rhat_sv,rhat_sa,rhat_st,n_divergences,n_trials,mean_rt,accuracy,elapsed_seconds
1,1.276835583260305,1.652174,1.6704998,0.16930936,1.295015573501587,1.9230002164840698,0,0.5145614124332425,0.53765124,0.5372312,0.018167708,0.5032131671905518,0.5731877684593201,1,-0.2028556319812509,-0.27738348,-0.2664907,0.15639314,-0.5822124481201172,0.015790967270731926,1,0.3264393423956109,0.29956385,0.2973926,0.012466398,0.2797583043575287,0.3278348743915558,1,0.11111258209911044,1.9871753,2.1266189,0.7627099,0.1906692385673523,3.142672061920166,0,0.9635055215732757,0.57766134,0.5520186,0.31946325,0.01970301941037178,1.1361463069915771,1,0.049721122738769,0.03178423,0.027249902,0.023436865,3.8513004255946726e-05,0.07655537128448486,1,1.000513993069316,1.000868315278465,1.00224248031698,1.0008831897186945,1.0016292304919072,1.0003583063374726,1.0000833029513019,0,500,0.7760095661507866,0.472,3479.5518589019775
3,1.6222523025758755,2.0224984,1.9590772,0.34716251,1.4291225671768188,2.709779977798462,1,0.626887834401032,0.67384815,0.67819667,0.06710625,0.5460811853408813,0.8050264120101929,1,2.9520026982319214,3.2118468,3.1177816,0.5549281,2.300097703933716,4.283907413482666,1,0.41875394928993115,0.4150425,0.41537625,0.017917255,0.37946513295173645,0.4501689672470093,1,0.4400468948765969,0.67073536,0.6543603,0.3688501,0.00014888761506881565,1.298267126083374,1,0.09756055516534902,0.64092773,0.5606003,0.42070433,0.015953274443745613,1.432902455329895,1,0.057277961608830016,0.04574659,0.04537664,0.025236141,4.0291135519510135e-05,0.08908645063638687,1,1.001564570644382,1.0082833169590406,1.0044986428171325,1.0053343765170442,1.0039897050685616,1.0003002441771491,1.0028229879744799,0,500,0.6254397641212716,0.998,4137.402589082718
5,1.5864732149315852,1.668063,1.6548713,0.14659566,1.3981454372406006,1.9324465990066528,1,0.42612792381226156,0.45264226,0.45110163,0.05736354,0.3464282155036926,0.5674118399620056,1,3.0742444666700495,2.9659889,2.9156468,0.4711025,2.148717164993286,3.881270170211792,1,0.4478562043299096,0.43234742,0.4334613,0.02909469,0.3753461539745331,0.48738399147987366,1,0.880708004804171,0.8425839,0.83372515,0.34734383,0.11642292141914368,1.485827922821045,1,1.2761840627778411,0.66284347,0.64884615,0.35963222,0.008804593235254288,1.2819788455963135,1,0.12697825550558803,0.15552212,0.16017042,0.04555577,0.05688406527042389,0.2354568988084793,1,1.006045560429798,1.005172030089854,1.004766585942336,1.0052882215535577,1.004104717823615,1.0027765424177948,1.0016659881480763,0,500,0.7501743876992097,0.972,2725.8569099903107
7,2.1720822349402593,2.3973486,2.3881147,0.18871692,2.042299747467041,2.774304151535034,1,0.4812155240660704,0.49028093,0.49026412,0.018563062,0.4516284763813019,0.5251760482788086,1,0.2984414229908312,0.28316346,0.27756572,0.159044,-0.04333527013659477,0.5876294374465942,1,0.1663030259079758,0.13339145,0.13224456,0.015967773,0.10469567030668259,0.16788773238658905,1,1.6870006148277958,2.3273833,2.317532,0.42871538,1.504790186882019,3.146970510482788,1,1.8763827317135475,0.7591986,0.69407237,0.47528636,0.01552712544798851,1.6315401792526245,0,0.07371587336541027,0.055504434,0.04840626,0.040717762,3.8141861296026036e-05,0.13116848468780518,1,0.9999624680677051,1.0008533953272933,1.0008393700680014,1.001393633894798,1.0016473866930902,1.0002106880489898,0.9999343234881349,0,500,0.9233439142394418,0.534,2648.011780023575
9,1.5959810007078594,1.5934433,1.5812621,0.10729178,1.4010086059570312,1.8090335130691528,1,0.39980715048541626,0.381576,0.38230175,0.025473015,0.3310994505882263,0.4298807978630066,1,1.5151312774070682,1.6668433,1.6338538,0.29203814,1.1257591247558594,2.2174253463745117,1,0.158683740343008,0.17437302,0.17331895,0.015468282,0.14714007079601288,0.2054159790277481,1,1.2426448294155632,1.3882737,1.3531382,0.44066638,0.5907900929450989,2.2458083629608154,1,0.6354246602014527,0.54775196,0.53040254,0.290698,0.02155366726219654,1.0664204359054565,1,0.07531049184724256,0.09381251,0.09704043,0.044989355,0.0027998562436550856,0.165363147854805,1,1.004078116539213,1.002582090949122,1.0020893727123512,1.0005311688487184,1.0027296843821123,0.9996424045041773,1.0024080585029378,0,500,0.6180346232419732,0.762,2661.191852092743
11,0.9045033137334164,0.8969713,0.89164335,0.078461,0.7647724747657776,1.0488728284835815,1,0.4936436999489766,0.5146685,0.51407003,0.02178096,0.4731181561946869,0.5573926568031311,1,-0.5853692428272792,-0.43842897,-0.4175135,0.23137593,-0.9055895805358887,-0.013977144844830036,1,0.31869314349100997,0.31397632,0.31376007,0.008107299,0.29854708909988403,0.32934194803237915,1,2.090000215604425,1.9406245,1.9034207,1.0734427,0.0016263985307887197,3.75961971282959,1,0.7417077019247355,0.4026913,0.41237944,0.18120115,0.05253038927912712,0.7053825855255127,0,0.09292101466717795,0.079602204,0.0801974,0.015087756,0.04945651814341545,0.10805967450141907,1,1.004680005329164,1.001729705734388,1.0021601048506301,1.0024737574564706,1.0044671643988705,1.0033708026521642,1.0017974049396359,0,500,0.48328403600968806,0.448,3201.2665207386017
13,1.0326965337879792,0.941767,0.93545854,0.055122174,0.8410077095031738,1.0504451990127563,1,0.35380363543438875,0.2981034,0.29724795,0.030491162,0.24505722522735596,0.3597492277622223,1,-0.6526052580109467,-0.3019552,-0.25431356,0.34613582,-0.9835798740386963,0.33768707513809204,1,0.4133709065491825,0.432578,0.42991555,0.011949209,0.4127698540687561,0.4514233469963074,1,1.541883691400273,1.1336069,1.1026886,0.70399433,0.0002376570919295773,2.3954548835754395,1,0.35036494733621987,0.21288797,0.19350873,0.13450791,0.0035132605116814375,0.4583704471588135,1,0.09412186473685558,0.1377599,0.13435544,0.02077688,0.10049356520175934,0.17159512639045715,0,1.0024540997050193,1.002809563841843,1.0008167073219478,1.004734154964233,1.0024355833526948,1.0019486788421705,1.0038615848571908,0,500,0.5962340909376578,0.282,2527.1669640541077
15,2.0936543653757353,1.9250022,1.9234002,0.16401376,1.611680030822754,2.226590633392334,1,0.3199215239535419,0.30469316,0.30424428,0.03172488,0.24187251925468445,0.36496642231941223,1,-0.8266709600488857,-0.6964707,-0.69796765,0.36074623,-1.358424425125122,-0.006737763527780771,1,0.3241361118596714,0.33040154,0.329665,0.017593682,0.2973559498786926,0.36548730731010437,1,1.8259122337741183,1.4178201,1.4744575,0.5228871,0.2138580083847046,2.316190719604492,1,0.5473017543248055,0.6485316,0.6501093,0.33354247,0.023597704246640205,1.2083364725112915,1,0.08833976867463869,0.09245283,0.09331919,0.026913851,0.044361867010593414,0.14810550212860107,1,1.0028636857550424,1.006583462659008,1.0047469772494846,1.0044682936086624,1.0030357451223508,1.0006539044983338,1.0041778107977593,0,500,0.8688614580528967,0.242,2702.382977962494
17,1.0500717678197315,1.1072341,1.0980335,0.07186644,0.9919464588165283,1.2534834146499634,1,0.38143808356824305,0.3686806,0.36817676,0.016676499,0.3376052677631378,0.40251997113227844,1,0.4713967206450249,0.581636,0.5788804,0.14712186,0.3007960021495819,0.8779175877571106,1,0.1541997614489185,0.15846476,0.15817441,0.005177357,0.14871859550476074,0.16890251636505127,1,0.5313302754924634,1.2967869,1.3115916,0.7127175,0.001627424848265946,2.466521978378296,1,0.2290698020729934,0.31642017,0.30477518,0.17045155,0.008086217567324638,0.6163386106491089,1,0.03128091538856194,0.026166514,0.02519251,0.01349441,0.0006695714546367526,0.05072718858718872,1,1.0057014888408355,1.001854889968047,1.0023243147653231,1.0019827670995973,1.0080340517089277,1.0009692325729986,1.0003637741964593,0,500,0.41520351511917286,0.508,2853.5853810310364
19,1.8564539913890266,2.3693671,2.0897248,0.6072153,1.7910256385803223,3.388101100921631,1,0.45896468534871404,0.5106096,0.48317966,0.095737346,0.3883771300315857,0.659285843372345,1,-2.903678370678193,-2.3646343,-2.7179155,1.1859189,-3.919386625289917,-0.49328672885894775,1,0.35802867263736005,0.35960397,0.35236636,0.028641883,0.31992107629776,0.40178680419921875,1,2.016710824851262,2.7265532,2.1435971,1.2983879,1.458073377609253,4.900304794311523,1,0.9886340926039386,0.7438821,0.80353963,0.36917257,0.022628504782915115,1.3173699378967285,1,0.10182085903654904,0.12983075,0.07997501,0.116354324,0.01174909807741642,0.32548239827156067,1,1.5921328058215156,1.594315679407155,1.5946164161155314,1.5018260205037606,1.6002313808282675,1.0905412745432717,1.5657472924704052,0,500,0.7491273836206763,0.082,24929.50540781021
