subj_ident,paper,currency,rt,choice,val_diff_usd,time_diff_days,trial_pos,quartile,n_subj_trials
003_0001,Amasino_2019,USD,4.80457422128529,1,6.0,365,1,Q1,141
003_0001,Amasino_2019,USD,1.34103984822286,1,7.0,365,2,Q1,141
003_0001,Amasino_2019,USD,1.8311447326123,1,2.5,30,3,Q1,141
003_0001,Amasino_2019,USD,1.57682491144806,1,6.5,7,4,Q1,141
003_0001,Amasino_2019,USD,1.69894632618525,1,3.0,15,5,Q1,141
003_0001,Amasino_2019,USD,1.86156014965672,1,9.5,180,6,Q1,141
003_0001,Amasino_2019,USD,2.77203515566362,1,3.0,1,7,Q1,141
003_0001,Amasino_2019,USD,2.590511351038,0,1.0,365,8,Q1,141
003_0001,Amasino_2019,USD,2.70538851298625,1,9.0,15,9,Q1,141
003_0001,Amasino_2019,USD,2.11128733554506,1,7.0,15,10,Q1,141
003_0001,Amasino_2019,USD,1.5399694206717,1,2.5,90,11,Q1,141
003_0001,Amasino_2019,USD,1.07876155214035,1,9.25,15,12,Q1,141
003_0001,Amasino_2019,USD,0.929400080596679,1,9.25,365,13,Q1,141
003_0001,Amasino_2019,USD,1.60816646265448,1,5.0,1,14,Q1,141
003_0001,Amasino_2019,USD,1.2206408981292,1,4.5,7,15,Q1,141
003_0001,Amasino_2019,USD,1.66438322875183,1,5.5,1,16,Q1,141
003_0001,Amasino_2019,USD,1.75964222483162,1,2.0,7,17,Q1,141
003_0001,Amasino_2019,USD,1.22446014497837,1,8.0,1,18,Q1,141
003_0001,Amasino_2019,USD,1.53591894212877,1,8.5,1,19,Q1,141
003_0001,Amasino_2019,USD,1.1258561382856,1,9.5,1,20,Q1,141
003_0001,Amasino_2019,USD,3.04228973691352,1,0.5,30,21,Q1,141
003_0001,Amasino_2019,USD,1.65752838700428,1,6.0,180,22,Q1,141
003_0001,Amasino_2019,USD,1.01073808486399,1,8.5,365,23,Q1,141
003_0001,Amasino_2019,USD,0.957792069602874,1,2.5,1,24,Q1,141
003_0001,Amasino_2019,USD,1.36767797821085,1,6.5,1,25,Q1,141
003_0001,Amasino_2019,USD,1.40915689492249,1,5.0,7,26,Q1,141
003_0001,Amasino_2019,USD,1.15911697273259,1,5.5,7,27,Q1,141
003_0001,Amasino_2019,USD,2.59246172678831,1,5.5,15,28,Q1,141
003_0001,Amasino_2019,USD,1.19357954776206,1,9.5,30,29,Q1,141
003_0001,Amasino_2019,USD,1.13433322415222,1,9.5,365,30,Q1,141
003_0001,Amasino_2019,USD,1.12904568636441,1,6.0,30,31,Q1,141
003_0001,Amasino_2019,USD,0.923458996374393,1,6.0,7,32,Q1,141
003_0001,Amasino_2019,USD,1.07450791576412,1,4.0,180,33,Q1,141
003_0001,Amasino_2019,USD,1.1154169037618,1,9.25,1,34,Q1,141
003_0001,Amasino_2019,USD,0.8604076137417,1,5.0,30,35,Q1,141
003_0001,Amasino_2019,USD,0.867440256348345,1,2.0,15,36,Q1,141
003_0001,Amasino_2019,USD,1.62814083397097,1,9.0,180,37,Q2,141
003_0001,Amasino_2019,USD,1.46704269484326,1,5.0,90,38,Q2,141
003_0001,Amasino_2019,USD,1.05943589736125,1,7.5,365,39,Q2,141
003_0001,Amasino_2019,USD,1.46015132694447,1,3.5,7,40,Q2,141
003_0001,Amasino_2019,USD,2.09443911981361,1,2.5,7,41,Q2,141
003_0001,Amasino_2019,USD,1.27613076362468,1,1.0,1,42,Q2,141
003_0001,Amasino_2019,USD,1.54796744040505,1,8.0,180,43,Q2,141
003_0001,Amasino_2019,USD,2.2661681802856,1,5.5,365,44,Q2,141
003_0001,Amasino_2019,USD,0.94478664653434,1,8.5,90,45,Q2,141
003_0001,Amasino_2019,USD,1.2140332870913,1,9.0,30,46,Q2,141
003_0001,Amasino_2019,USD,1.29117833063356,1,2.0,1,47,Q2,141
003_0001,Amasino_2019,USD,0.767390900771716,1,9.0,1,48,Q2,141
003_0001,Amasino_2019,USD,0.937440060137305,1,4.5,90,49,Q2,141
003_0001,Amasino_2019,USD,2.29100415221183,1,4.0,30,50,Q2,141
003_0001,Amasino_2019,USD,0.642284001398366,1,3.5,180,51,Q2,141
003_0001,Amasino_2019,USD,2.71671011064609,1,0.5,90,52,Q2,141
003_0001,Amasino_2019,USD,1.33232700263034,1,8.0,15,53,Q2,141
003_0001,Amasino_2019,USD,1.87415321965818,1,9.5,90,54,Q2,141
003_0001,Amasino_2019,USD,1.31912385534088,1,0.5,7,55,Q2,141
003_0001,Amasino_2019,USD,1.03993908283883,1,1.0,7,56,Q2,141
003_0001,Amasino_2019,USD,1.4319797023345,1,7.5,30,57,Q2,141
003_0001,Amasino_2019,USD,0.997684664602275,1,3.0,7,58,Q2,141
003_0001,Amasino_2019,USD,3.15052547850064,1,7.0,7,59,Q2,141
003_0001,Amasino_2019,USD,0.956599385099253,1,8.0,7,60,Q2,141
003_0001,Amasino_2019,USD,0.972525089091505,1,7.0,1,61,Q2,141
003_0001,Amasino_2019,USD,0.887396515521687,1,0.5,1,62,Q2,141
003_0001,Amasino_2019,USD,1.20087783511553,1,4.0,365,63,Q2,141
003_0001,Amasino_2019,USD,0.95525244550663,1,1.0,180,64,Q2,141
003_0001,Amasino_2019,USD,0.630102077018819,1,9.5,7,65,Q2,141
003_0001,Amasino_2019,USD,0.825430653887452,1,4.5,365,66,Q2,141
003_0001,Amasino_2019,USD,0.619921242367127,1,3.0,30,67,Q2,141
003_0001,Amasino_2019,USD,0.586660106055206,1,5.5,90,68,Q2,141
003_0001,Amasino_2019,USD,0.720949257331085,1,7.5,7,69,Q2,141
003_0001,Amasino_2019,USD,0.824790993443457,1,1.5,7,70,Q2,141
003_0001,Amasino_2019,USD,0.757232404430397,1,9.0,7,71,Q2,141
003_0001,Amasino_2019,USD,0.851140536629828,1,2.0,365,72,Q3,141
003_0001,Amasino_2019,USD,0.882718451277469,1,1.0,30,73,Q3,141
003_0001,Amasino_2019,USD,2.43037858903699,1,1.5,30,74,Q3,141
003_0001,Amasino_2019,USD,1.92587243921298,1,0.5,180,75,Q3,141
003_0001,Amasino_2019,USD,1.18097319554363,1,7.0,30,76,Q3,141
003_0001,Amasino_2019,USD,1.44700070486579,1,9.0,90,77,Q3,141
003_0001,Amasino_2019,USD,2.24285211888491,1,6.5,90,78,Q3,141
003_0001,Amasino_2019,USD,0.846351082727779,1,8.0,30,79,Q3,141
003_0001,Amasino_2019,USD,0.751025977326208,1,6.5,15,80,Q3,141
003_0001,Amasino_2019,USD,0.65672269857896,1,9.5,15,81,Q3,141
003_0001,Amasino_2019,USD,0.552329447775264,1,3.5,30,82,Q3,141
003_0001,Amasino_2019,USD,0.601542550706654,1,1.5,90,83,Q3,141
003_0001,Amasino_2019,USD,0.816209159005666,1,8.5,30,84,Q3,141
003_0001,Amasino_2019,USD,0.631260348454816,1,4.0,7,85,Q3,141
003_0001,Amasino_2019,USD,1.17412831546972,1,5.0,365,86,Q3,141
003_0001,Amasino_2019,USD,0.738036251452286,1,0.5,15,87,Q3,141
003_0001,Amasino_2019,USD,0.838136019156082,1,3.5,90,88,Q3,141
003_0001,Amasino_2019,USD,0.844499720013118,1,8.0,365,89,Q3,141
003_0001,Amasino_2019,USD,0.612982179154642,1,8.5,15,90,Q3,141
003_0001,Amasino_2019,USD,0.799086846207501,1,7.5,1,91,Q3,141
003_0001,Amasino_2019,USD,1.44242980414128,1,2.0,180,92,Q3,141
003_0001,Amasino_2019,USD,0.966911532756058,1,5.5,30,93,Q3,141
003_0001,Amasino_2019,USD,0.680997194140218,1,2.5,15,94,Q3,141
003_0001,Amasino_2019,USD,0.855067550743115,1,6.0,15,95,Q3,141
003_0001,Amasino_2019,USD,1.0969108233694,1,7.5,180,96,Q3,141
003_0001,Amasino_2019,USD,2.64065149372618,1,3.5,365,97,Q3,141
003_0001,Amasino_2019,USD,0.891786898573628,1,2.5,180,98,Q3,141
003_0001,Amasino_2019,USD,0.770988877644413,1,6.5,180,99,Q3,141
003_0001,Amasino_2019,USD,0.824630399118178,1,4.0,90,100,Q3,141
003_0001,Amasino_2019,USD,0.607448316251975,1,1.0,15,101,Q3,141
003_0001,Amasino_2019,USD,0.668230247567408,1,8.5,180,102,Q3,141
003_0001,Amasino_2019,USD,0.516590268642176,1,0.5,365,103,Q3,141
003_0001,Amasino_2019,USD,0.539655778760789,1,4.5,180,104,Q3,141
003_0001,Amasino_2019,USD,0.644759629241889,1,5.0,30,105,Q3,141
003_0001,Amasino_2019,USD,0.670121456991183,1,3.0,90,106,Q3,141
003_0001,Amasino_2019,USD,0.865372151674819,1,4.5,30,107,Q4,141
003_0001,Amasino_2019,USD,0.830328780633863,1,1.5,180,108,Q4,141
003_0001,Amasino_2019,USD,0.651420671085361,1,9.25,7,109,Q4,141
003_0001,Amasino_2019,USD,0.580149696848821,1,7.0,90,110,Q4,141
003_0001,Amasino_2019,USD,0.571835922120954,1,3.5,1,111,Q4,141
003_0001,Amasino_2019,USD,0.867729145000339,1,4.0,1,112,Q4,141
003_0001,Amasino_2019,USD,0.571538581119967,1,4.5,1,113,Q4,141
003_0001,Amasino_2019,USD,0.54630384023767,1,3.0,180,114,Q4,141
003_0001,Amasino_2019,USD,0.579475623322651,1,3.0,365,115,Q4,141
003_0001,Amasino_2019,USD,0.585889736292302,1,6.5,30,116,Q4,141
003_0001,Amasino_2019,USD,0.602785647337441,1,7.5,90,117,Q4,141
003_0001,Amasino_2019,USD,0.657088865700644,1,8.5,7,118,Q4,141
003_0001,Amasino_2019,USD,0.711540301781497,1,9.25,30,119,Q4,141
003_0001,Amasino_2019,USD,0.741255684566568,1,2.0,90,120,Q4,141
003_0001,Amasino_2019,USD,0.630407266580733,1,9.25,180,121,Q4,141
003_0001,Amasino_2019,USD,0.681535728464951,1,5.5,180,122,Q4,141
003_0001,Amasino_2019,USD,0.485776988221915,1,3.5,15,123,Q4,141
003_0001,Amasino_2019,USD,0.737350706898724,1,8.0,90,124,Q4,141
003_0001,Amasino_2019,USD,1.22243641506066,1,6.0,90,125,Q4,141
003_0001,Amasino_2019,USD,0.823153353994712,1,7.0,180,126,Q4,141
003_0001,Amasino_2019,USD,0.821511488393298,1,1.5,365,127,Q4,141
003_0001,Amasino_2019,USD,0.757954777000123,1,5.0,15,128,Q4,141
003_0001,Amasino_2019,USD,1.71209513704525,0,0.0,1,129,Q4,141
003_0001,Amasino_2019,USD,1.96532792787184,1,1.5,15,130,Q4,141
003_0001,Amasino_2019,USD,2.76328276524146,1,6.5,365,131,Q4,141
003_0001,Amasino_2019,USD,3.85480371721496,1,1.5,1,132,Q4,141
003_0001,Amasino_2019,USD,0.903298975608777,1,8.0,7,133,Q4,141
003_0001,Amasino_2019,USD,1.16065922156849,1,4.0,15,134,Q4,141
003_0001,Amasino_2019,USD,0.902997710320051,1,2.0,30,135,Q4,141
003_0001,Amasino_2019,USD,0.72494570130948,1,6.0,1,136,Q4,141
003_0001,Amasino_2019,USD,0.752231642210972,1,9.0,365,137,Q4,141
003_0001,Amasino_2019,USD,1.21742689864186,1,5.0,180,138,Q4,141
003_0001,Amasino_2019,USD,0.853032349798013,1,4.5,15,139,Q4,141
003_0001,Amasino_2019,USD,0.642848194591352,1,7.5,15,140,Q4,141
003_0001,Amasino_2019,USD,1.00098862104642,1,9.25,90,141,Q4,141
003_0002,Amasino_2019,USD,5.70430540695088,1,9.5,90,1,Q1,138
003_0002,Amasino_2019,USD,4.52232064830605,1,3.5,15,2,Q1,138
003_0002,Amasino_2019,USD,5.27145692557679,1,9.25,15,3,Q1,138
003_0002,Amasino_2019,USD,4.84923091318342,1,6.5,7,4,Q1,138
003_0002,Amasino_2019,USD,3.66403758872184,0,7.0,30,5,Q1,138
003_0002,Amasino_2019,USD,4.35023840106442,1,7.0,15,6,Q1,138
003_0002,Amasino_2019,USD,5.33986799267586,1,6.0,30,7,Q1,138
003_0002,Amasino_2019,USD,7.7515962079342,1,2.0,15,8,Q1,138
003_0002,Amasino_2019,USD,2.93299322755774,1,2.5,7,9,Q1,138
003_0002,Amasino_2019,USD,5.97215318644885,0,3.0,180,10,Q1,138
003_0002,Amasino_2019,USD,6.74212446360616,0,2.0,365,11,Q1,138
003_0002,Amasino_2019,USD,3.94093509967206,1,8.5,365,12,Q1,138
003_0002,Amasino_2019,USD,2.67732224066276,1,9.0,365,13,Q1,138
003_0002,Amasino_2019,USD,2.61138287707581,1,9.25,1,14,Q1,138
003_0002,Amasino_2019,USD,2.70827015466057,1,6.5,15,15,Q1,138
003_0002,Amasino_2019,USD,4.25613797828555,1,5.5,180,16,Q1,138
003_0002,Amasino_2019,USD,2.92010704273707,1,9.25,365,17,Q1,138
003_0002,Amasino_2019,USD,3.84685852457187,1,0.5,15,18,Q1,138
003_0002,Amasino_2019,USD,3.65254754814669,1,7.5,180,19,Q1,138
003_0002,Amasino_2019,USD,5.67960014427081,0,0.0,1,20,Q1,138
003_0002,Amasino_2019,USD,4.94294071744662,1,7.5,7,21,Q1,138
003_0002,Amasino_2019,USD,2.80192864118726,1,5.5,90,22,Q1,138
003_0002,Amasino_2019,USD,4.25012112493278,1,5.5,30,23,Q1,138
003_0002,Amasino_2019,USD,4.07113875562209,1,2.0,180,24,Q1,138
003_0002,Amasino_2019,USD,3.06870297444402,1,5.5,7,25,Q1,138
003_0002,Amasino_2019,USD,4.1398335795966,1,3.0,1,26,Q1,138
003_0002,Amasino_2019,USD,5.61145200510509,0,0.5,180,27,Q1,138
003_0002,Amasino_2019,USD,3.55915923439898,1,0.5,7,28,Q1,138
003_0002,Amasino_2019,USD,3.63555926518166,1,9.5,30,29,Q1,138
003_0002,Amasino_2019,USD,2.52142832346726,1,7.5,15,30,Q1,138
003_0002,Amasino_2019,USD,2.85005139320856,1,8.0,7,31,Q1,138
003_0002,Amasino_2019,USD,3.71611391933402,1,1.5,90,32,Q1,138
003_0002,Amasino_2019,USD,2.11126107294695,1,1.0,1,33,Q1,138
003_0002,Amasino_2019,USD,4.31572903631604,1,9.0,15,34,Q1,138
003_0002,Amasino_2019,USD,4.03769347918569,1,8.0,30,35,Q1,138
003_0002,Amasino_2019,USD,6.85098809277406,1,3.5,30,36,Q2,138
003_0002,Amasino_2019,USD,4.64412872298271,1,2.5,1,37,Q2,138
003_0002,Amasino_2019,USD,2.08040492711007,1,1.5,15,38,Q2,138
003_0002,Amasino_2019,USD,3.71818111839821,1,3.0,7,39,Q2,138
003_0002,Amasino_2019,USD,3.86365451695747,1,9.5,180,40,Q2,138
003_0002,Amasino_2019,USD,2.20935733593069,1,7.0,1,41,Q2,138
003_0002,Amasino_2019,USD,4.13772260953556,1,3.0,15,42,Q2,138
003_0002,Amasino_2019,USD,6.04540774205816,1,2.0,90,43,Q2,138
003_0002,Amasino_2019,USD,3.61809553852072,1,0.5,1,44,Q2,138
003_0002,Amasino_2019,USD,4.45454199676169,0,0.5,30,45,Q2,138
003_0002,Amasino_2019,USD,2.63461713198922,1,9.0,1,46,Q2,138
003_0002,Amasino_2019,USD,2.86817077940213,1,2.0,30,47,Q2,138
003_0002,Amasino_2019,USD,6.76561470341403,1,8.0,365,48,Q2,138
003_0002,Amasino_2019,USD,6.7372776545817,1,5.0,365,49,Q2,138
003_0002,Amasino_2019,USD,5.15942819969496,1,5.5,365,50,Q2,138
003_0002,Amasino_2019,USD,2.10464440585929,1,8.0,15,51,Q2,138
003_0002,Amasino_2019,USD,3.92066399109899,1,8.0,90,52,Q2,138
003_0002,Amasino_2019,USD,3.53852739234571,1,8.5,180,53,Q2,138
003_0002,Amasino_2019,USD,5.10176336788572,1,6.0,180,54,Q2,138
003_0002,Amasino_2019,USD,7.13209878964699,1,2.5,180,55,Q2,138
003_0002,Amasino_2019,USD,3.94575474047451,1,4.0,90,56,Q2,138
003_0002,Amasino_2019,USD,3.71792271849699,1,1.5,7,57,Q2,138
003_0002,Amasino_2019,USD,4.66068322016508,1,1.0,15,58,Q2,138
003_0002,Amasino_2019,USD,5.21327257715166,1,7.0,90,59,Q2,138
003_0002,Amasino_2019,USD,2.56285562057747,0,0.5,365,60,Q2,138
003_0002,Amasino_2019,USD,2.64709186929394,1,1.0,7,61,Q2,138
003_0002,Amasino_2019,USD,2.18009445481584,1,3.5,180,62,Q2,138
003_0002,Amasino_2019,USD,2.40622997286846,1,4.5,180,63,Q2,138
003_0002,Amasino_2019,USD,3.08870391023811,1,9.5,1,64,Q2,138
003_0002,Amasino_2019,USD,2.40952638260205,1,8.0,180,65,Q2,138
003_0002,Amasino_2019,USD,5.3150250777835,1,3.5,365,66,Q2,138
003_0002,Amasino_2019,USD,2.93290447810432,1,9.0,7,67,Q2,138
003_0002,Amasino_2019,USD,3.21211732440861,1,4.0,365,68,Q2,138
003_0002,Amasino_2019,USD,1.79809852704056,1,9.5,15,69,Q2,138
003_0002,Amasino_2019,USD,2.41673441109015,1,2.5,30,70,Q3,138
003_0002,Amasino_2019,USD,3.55187634236063,1,5.0,90,71,Q3,138
003_0002,Amasino_2019,USD,4.08492269887938,1,4.0,30,72,Q3,138
003_0002,Amasino_2019,USD,1.6817367732292,1,8.5,7,73,Q3,138
003_0002,Amasino_2019,USD,4.68384230966331,0,1.0,90,74,Q3,138
003_0002,Amasino_2019,USD,6.68713026703335,0,1.0,180,75,Q3,138
003_0002,Amasino_2019,USD,3.16314088678337,1,2.5,15,76,Q3,138
003_0002,Amasino_2019,USD,1.88936409782036,1,8.5,1,77,Q3,138
003_0002,Amasino_2019,USD,1.96881089263479,1,7.5,365,78,Q3,138
003_0002,Amasino_2019,USD,5.43605312291766,1,3.0,30,79,Q3,138
003_0002,Amasino_2019,USD,2.5937827056332,1,6.5,90,80,Q3,138
003_0002,Amasino_2019,USD,3.91380763999768,1,6.0,7,81,Q3,138
003_0002,Amasino_2019,USD,1.9051062654471,1,2.5,90,82,Q3,138
003_0002,Amasino_2019,USD,2.37375762028387,1,7.5,90,83,Q3,138
003_0002,Amasino_2019,USD,3.14606566555449,1,5.5,15,84,Q3,138
003_0002,Amasino_2019,USD,2.26237489416962,1,9.0,90,85,Q3,138
003_0002,Amasino_2019,USD,3.26087520885631,1,9.25,180,86,Q3,138
003_0002,Amasino_2019,USD,2.3655679137446,1,7.0,180,87,Q3,138
003_0002,Amasino_2019,USD,1.88574046207941,1,5.5,1,88,Q3,138
003_0002,Amasino_2019,USD,6.70640188729158,1,4.5,365,89,Q3,138
003_0002,Amasino_2019,USD,1.64839926402783,1,9.5,7,90,Q3,138
003_0002,Amasino_2019,USD,1.46571628234233,1,5.0,7,91,Q3,138
003_0002,Amasino_2019,USD,2.16865452448838,0,0.5,90,92,Q3,138
003_0002,Amasino_2019,USD,3.53120948350988,1,8.5,15,93,Q3,138
003_0002,Amasino_2019,USD,4.32216941192746,1,4.0,15,94,Q3,138
003_0002,Amasino_2019,USD,3.13914531824412,1,9.25,7,95,Q3,138
003_0002,Amasino_2019,USD,4.36771510809194,1,6.0,1,96,Q3,138
003_0002,Amasino_2019,USD,2.59730280027725,0,1.0,365,97,Q3,138
003_0002,Amasino_2019,USD,3.1566226290015,1,6.0,90,98,Q3,138
003_0002,Amasino_2019,USD,2.79618346993811,1,8.5,30,99,Q3,138
003_0002,Amasino_2019,USD,1.81907359414618,1,9.0,180,100,Q3,138
003_0002,Amasino_2019,USD,2.24255930594518,1,5.0,30,101,Q3,138
003_0002,Amasino_2019,USD,4.26337589183822,1,6.5,1,102,Q3,138
003_0002,Amasino_2019,USD,2.20417032053229,1,6.5,180,103,Q3,138
003_0002,Amasino_2019,USD,2.63225168630015,1,3.5,1,104,Q4,138
003_0002,Amasino_2019,USD,2.30478930295794,1,6.0,15,105,Q4,138
003_0002,Amasino_2019,USD,3.26418097651913,1,7.0,7,106,Q4,138
003_0002,Amasino_2019,USD,2.32177215226693,1,4.5,1,107,Q4,138
003_0002,Amasino_2019,USD,1.78096263014595,1,3.5,90,108,Q4,138
003_0002,Amasino_2019,USD,8.98739364778157,1,4.5,30,109,Q4,138
003_0002,Amasino_2019,USD,2.01541282853577,1,3.0,90,110,Q4,138
003_0002,Amasino_2019,USD,3.35083640358061,1,2.5,365,111,Q4,138
003_0002,Amasino_2019,USD,2.26803886261769,1,6.0,365,112,Q4,138
003_0002,Amasino_2019,USD,3.99418841759325,1,1.5,30,113,Q4,138
003_0002,Amasino_2019,USD,2.38618979410967,1,9.0,30,114,Q4,138
003_0002,Amasino_2019,USD,1.85638822772307,1,4.0,180,115,Q4,138
003_0002,Amasino_2019,USD,2.56805742756114,1,9.25,90,116,Q4,138
003_0002,Amasino_2019,USD,2.87623339908896,1,1.0,30,117,Q4,138
003_0002,Amasino_2019,USD,2.08657362055965,1,3.0,365,118,Q4,138
003_0002,Amasino_2019,USD,3.38739394964068,1,8.0,1,119,Q4,138
003_0002,Amasino_2019,USD,3.12054626215831,1,4.5,15,120,Q4,138
003_0002,Amasino_2019,USD,2.4896698911034,1,5.0,15,121,Q4,138
003_0002,Amasino_2019,USD,1.5277292355604,1,4.0,1,122,Q4,138
003_0002,Amasino_2019,USD,2.14407544312417,1,8.0,7,123,Q4,138
003_0002,Amasino_2019,USD,1.7548093017831,1,7.5,30,124,Q4,138
003_0002,Amasino_2019,USD,1.48867311963113,1,8.5,90,125,Q4,138
003_0002,Amasino_2019,USD,1.90566261005006,1,1.5,1,126,Q4,138
003_0002,Amasino_2019,USD,1.94300109124742,1,6.5,30,127,Q4,138
003_0002,Amasino_2019,USD,3.62019413197413,1,5.0,180,128,Q4,138
003_0002,Amasino_2019,USD,3.65389509146917,1,5.0,30,129,Q4,138
003_0002,Amasino_2019,USD,1.97720285144169,1,3.5,7,130,Q4,138
003_0002,Amasino_2019,USD,1.51375783159165,1,5.0,1,131,Q4,138
003_0002,Amasino_2019,USD,1.74754331444274,1,4.5,7,132,Q4,138
003_0002,Amasino_2019,USD,2.62973892857553,1,4.5,90,133,Q4,138
003_0002,Amasino_2019,USD,2.75844742724439,1,4.0,7,134,Q4,138
003_0002,Amasino_2019,USD,2.11138151868363,1,9.5,365,135,Q4,138
003_0002,Amasino_2019,USD,2.69594604996382,1,6.5,365,136,Q4,138
003_0002,Amasino_2019,USD,2.32313810961205,1,9.25,30,137,Q4,138
003_0002,Amasino_2019,USD,2.05911531246966,1,2.0,7,138,Q4,138
003_0003,Amasino_2019,USD,1.31046172376955,1,8.5,7,1,Q1,119
003_0003,Amasino_2019,USD,1.64697051796247,1,4.5,7,2,Q1,119
003_0003,Amasino_2019,USD,2.21095875109313,1,8.0,1,3,Q1,119
003_0003,Amasino_2019,USD,7.32736759647378,0,5.5,365,4,Q1,119
003_0003,Amasino_2019,USD,2.746823356807,1,0.5,1,5,Q1,119
003_0003,Amasino_2019,USD,1.53007626719773,1,3.5,7,6,Q1,119
003_0003,Amasino_2019,USD,2.0210834381287,1,8.0,7,7,Q1,119
003_0003,Amasino_2019,USD,4.34938743227394,1,6.0,180,8,Q1,119
003_0003,Amasino_2019,USD,1.29642028620583,1,5.0,1,9,Q1,119
003_0003,Amasino_2019,USD,1.91959235607646,0,3.0,365,10,Q1,119
003_0003,Amasino_2019,USD,5.13461939600529,1,8.0,365,11,Q1,119
003_0003,Amasino_2019,USD,1.75508279510541,1,0.5,90,12,Q1,119
003_0003,Amasino_2019,USD,1.11921834034729,1,0.5,7,13,Q1,119
003_0003,Amasino_2019,USD,3.06610629713396,1,1.5,90,14,Q1,119
003_0003,Amasino_2019,USD,1.79894889207208,1,3.5,15,15,Q1,119
003_0003,Amasino_2019,USD,1.88705117735662,1,3.0,1,16,Q1,119
003_0003,Amasino_2019,USD,1.93346082267817,1,4.0,180,17,Q1,119
003_0003,Amasino_2019,USD,1.32851952864439,1,6.5,7,18,Q1,119
003_0003,Amasino_2019,USD,5.02378637334914,1,5.0,180,19,Q1,119
003_0003,Amasino_2019,USD,1.25493684146204,1,2.5,7,20,Q1,119
003_0003,Amasino_2019,USD,1.27624245514744,1,7.0,30,21,Q1,119
003_0003,Amasino_2019,USD,1.49197617048048,1,3.0,15,22,Q1,119
003_0003,Amasino_2019,USD,1.82046339914086,1,2.0,30,23,Q1,119
003_0003,Amasino_2019,USD,2.19834364467533,1,9.5,180,24,Q1,119
003_0003,Amasino_2019,USD,1.73717562286765,1,5.0,7,25,Q1,119
003_0003,Amasino_2019,USD,2.24006315102451,1,1.0,30,26,Q1,119
003_0003,Amasino_2019,USD,1.10353624465642,1,7.0,7,27,Q1,119
003_0003,Amasino_2019,USD,1.58933164691552,1,4.0,1,28,Q1,119
003_0003,Amasino_2019,USD,1.49584613132174,1,7.0,1,29,Q1,119
003_0003,Amasino_2019,USD,1.78128653558087,1,1.5,15,30,Q1,119
003_0003,Amasino_2019,USD,1.55973912478657,1,5.5,15,31,Q2,119
003_0003,Amasino_2019,USD,1.29605593028828,1,2.0,1,32,Q2,119
003_0003,Amasino_2019,USD,1.48408501234371,1,7.5,30,33,Q2,119
003_0003,Amasino_2019,USD,1.97730699626845,0,0.5,365,34,Q2,119
003_0003,Amasino_2019,USD,1.52463085192721,1,5.5,7,35,Q2,119
003_0003,Amasino_2019,USD,1.75485035599559,1,9.0,7,36,Q2,119
003_0003,Amasino_2019,USD,1.89317549607949,1,2.5,15,37,Q2,119
003_0003,Amasino_2019,USD,1.44946697479463,1,4.5,1,38,Q2,119
003_0003,Amasino_2019,USD,1.3285035295994,1,7.5,15,39,Q2,119
003_0003,Amasino_2019,USD,1.47434671770316,1,2.0,7,40,Q2,119
003_0003,Amasino_2019,USD,1.54595427590539,1,9.5,7,41,Q2,119
003_0003,Amasino_2019,USD,1.69262307576719,1,7.0,90,42,Q2,119
003_0003,Amasino_2019,USD,2.21961393969832,1,3.5,90,43,Q2,119
003_0003,Amasino_2019,USD,1.52772832996561,1,6.0,7,44,Q2,119
003_0003,Amasino_2019,USD,2.07845696632285,1,8.0,90,45,Q2,119
003_0003,Amasino_2019,USD,2.5148155806819,0,4.0,365,46,Q2,119
003_0003,Amasino_2019,USD,1.52523458996438,1,4.0,7,47,Q2,119
003_0003,Amasino_2019,USD,2.48011030294583,0,1.0,180,48,Q2,119
003_0003,Amasino_2019,USD,1.52370230280212,1,9.25,30,49,Q2,119
003_0003,Amasino_2019,USD,1.20112687704386,1,9.25,15,50,Q2,119
003_0003,Amasino_2019,USD,1.29293218965176,1,0.5,15,51,Q2,119
003_0003,Amasino_2019,USD,1.12468850892037,1,9.0,15,52,Q2,119
003_0003,Amasino_2019,USD,1.22040936455596,1,9.25,7,53,Q2,119
003_0003,Amasino_2019,USD,1.60432910366217,1,8.0,30,54,Q2,119
003_0003,Amasino_2019,USD,1.07175004039891,1,9.0,1,55,Q2,119
003_0003,Amasino_2019,USD,2.5932550385769,0,0.0,1,56,Q2,119
003_0003,Amasino_2019,USD,1.61907691473607,1,5.0,30,57,Q2,119
003_0003,Amasino_2019,USD,3.57691758524743,1,1.5,30,58,Q2,119
003_0003,Amasino_2019,USD,5.07849620928755,1,5.0,90,59,Q2,119
003_0003,Amasino_2019,USD,1.32623709697509,1,2.0,15,60,Q2,119
003_0003,Amasino_2019,USD,1.23547685492667,1,9.5,1,61,Q3,119
003_0003,Amasino_2019,USD,5.21417576927343,0,5.0,365,62,Q3,119
003_0003,Amasino_2019,USD,1.06512341159396,1,8.0,15,63,Q3,119
003_0003,Amasino_2019,USD,1.59260330334655,1,9.5,90,64,Q3,119
003_0003,Amasino_2019,USD,1.72740442448412,1,9.0,90,65,Q3,119
003_0003,Amasino_2019,USD,2.01679086062359,1,3.0,7,66,Q3,119
003_0003,Amasino_2019,USD,1.26502530416474,1,8.5,1,67,Q3,119
003_0003,Amasino_2019,USD,1.32497528445674,1,2.5,30,68,Q3,119
003_0003,Amasino_2019,USD,2.03522087002057,0,2.0,365,69,Q3,119
